work_id,imprint_date,author,title,format,price,topic,popularity,key_scots,imprints,scots_names
10254-an essay on diseases incidental to europeans in hot climates with method of preventing their fatal consequences,1768,"Lind, James, 1716-1794.",An essay on diseases incidental to Europeans in hot climates,8vo,NA,Scientific Improvement,5,2,"London: printed for T. Becket and P. A. de Hondt, in the Strand (T18486)","Becket, T.; Hondt, P. A. de"
19813-an historical dissertation concerning antiquity of english constitution,1768,"Stuart, Gilbert, 1742-1786.",An historical dissertation concerning the antiquity of the English constitution,8vo,NA,Philosophy,3,4,"Edinburgh: printed for A. Kincaid & J. Bell; and for W. Sanby, J. Dodsley, E. Dilly, and T. Cadell, London (T95996)","Cadell, T.; Dilly, E.; Kincaid, A.; Bell, J."
21609-dissertatio medica inauguralis de febre remittente putrida,1768,"Lind, James, 1736-1812.","Dissertatio medica, inauguralis, de febre remittente putrida",8vo,NA,Scientific Improvement,3,1,"Edinburgh: apud Balfour, Auld, et Smellie (T7890)","Balfour,"
25422-a letter to reverend durell vicechancellor of university of oxford occasioned by expulsion of six students from edmund hall,1768,"Whitefield, George, 1714-1770.",A letter to the Reverend Dr Durell,12mo,NA,Education,3,2,"London: printed for J. Millan; E. and C. Dilly; and M. Folingsby (T38338); London: printed for J. Millan, at Charing-Cross; E. and C. Dilly, in the Poultry; and M. Folingsby, at Temple-Bar (T38339)","E. and C. Dilly; Millan, J.; Dilly, C.; Millan, J."
3267-account of corsica,1768,"Boswell, James, 1740-1795.",An account of Corsica,8vo,NA,Literature,10,2,London: printed for Edward and Charles Dilly in the Poultry (T26158),"Dilly, Charles; Edward,"
35856-works of robert whytt m,1768,"Whytt, Robert, 1714-1766.",The works,4to,NA,Scientific Improvement,2,3,"Edinburgh: printed for T. Becket, and P. A. de Hondt, London; and J. Balfour, Edinburgh. By Balfour, Auld, and Smellie (T153076)","Hondt, P. A. de; Auld,; Balfour, J."
4042-tables of interest at 4 4 1/2 and 5 per cent,1768,"Thomson, John, 1733?-1807.",Tables of interest,12mo,NA,Scientific Improvement,9,8,"Edinburgh: printed by Sands, Murray, and Cochran. Sold by A. Kincaid & J. Bell; and by R. Baldwin, and T. Cadell, London (T98102)","Kincaid, A.; Murray,; Bell, J.; Baldwin, R.; Cadell, T.; Sands,; Cochran,"
42673-an account of what has passed between india directors and alexander dalrymple intended as introduction to plan for extending commerce of this kingdom and of company in east-indies by establishment at balambangan,1768,"Dalrymple, Alexander, 1737-1808.",An account of what has passed between the India directors and Alexander Dalrymple,8vo,NA,Scientific Improvement,2,NA,London: NA (T246),NA
47051-verses english french and latin presented to king of denmark and norway at st,1768,"Elphinston, James, 1721-1809.","Verses, English, French, and Latin, presented to the King of Denmark and Norway, at St. Jameses, by James Elphinston",2fo,NA,Literature,2,NA,"London: To be had of Tho. Noteman, near Norfolk-Street in the Strand (T231442)",NA
4882-young gentleman and ladys astronomy,1768,"Ferguson, James, 1710-1776.",The young gentleman and lady's astronomy,8vo,NA,Scientific Improvement,8,2,"London: printed for A. Millar and T. Cadell, in the Strand (T53391)","Millar, A.; Cadell, T."
49616-experimental essays on following subjects i on external application of antiseptics in putrid diseases ii on doses and effects of medicines iii on diuretics and sudorifics by william alexander surgeon in edinburgh,1768,"Alexander, William, -1783.","Experimental essays on the following subjects: I. On the external application of antiseptics in putrid diseases. II. On the doses and effects of medicines. III. On diuretics and sudorifics. By William Alexander, Surgeon in Edinburgh",8vo,NA,Scientific Improvement,2,2,"London: printed for Edward and Charles Dilly, in the Poultry (T87443)","Dilly, Charles; Edward,"
6042-elements of practice of physic in two parts,1768,"Fordyce, George, 1736-1802.",Elements of the practice of physic,8vo,NA,Scientific Improvement,7,NA,"London: printed for Joseph Johnson and J. Payne (at No. 8.) in Pater-Noster Row (N1364); London: printed for J. Johnson and J. Payne, (at No. 8.) in Pater-Noster Row (N1365)",NA
10129-institutes of moral philosophy,1769,"Ferguson, Adam, 1723-1816.",Institutes of moral philosophy,12mo,NA,Philosophy,5,2,Edinburgh: printed for A. Kincaid & J. Bell (T76223),"Kincaid, A.; Bell, J."
10156-georgical essays,1769,"Hunter, A. (Alexander), 1729-1809.",Georgical essays,8vo,NA,History,5,1,"London: printed for T. Durham, Charing-Cross (T71426)","Durham, T."
1263-synopsis nosologiae methodicae,1769,"Cullen, William, 1710-1790.",Synopsis nosologiæ methodicæ,8vo,NA,Scientific Improvement,14,NA,Edinburgh: NA (T134580),NA
180-domestic medicine,1769,"Buchan, William, 1729-1805.",Domestic medicine,8vo,NA,Scientific Improvement,61,NA,"Edinburgh: printed by Balfour, Auld, and Smellie (T116615)",NA
19797-an essay on original genius and writings of homer with comparative view of ancient and present state of troade,1769,"Wood, Robert, 1717?-1771.",An essay on the original genius of Homer,4to,NA,Literature,3,NA,London: NA (T70432),NA
21405-an historical collection of several voyages and discoveries in south pacific ocean vol,1769,"Dalrymple, Alexander, 1737-1808.",An historical collection of the several voyages and discoveries in the South Pacific Ocean,4to,NA,History,3,1,London: printed for the author; and sold by J. Nourse; and T. Payne (N33190),"Nourse, J."
21406-memoir of chart of southern ocean,1769,"Dalrymple, Alexander, 1737-1808.",Memoir of a chart of the Southern Ocean,4to,NA,Scientific Improvement,3,NA,London: NA (T74279),NA
22606-essays in verse,1769,"Dreghorn, John Maclaurin, Lord, 1734-1796.",Essays in verse,4to,NA,Literature,3,NA,Edinburgh: [by the author] (T183350); Edinburgh: privately printed at author's press (T96322),NA
23470-fate of julia elegiac poem in two cantos sacred to memory of l-dy j-n d-g-s,1769,"Colvill, Mr. (Robert), -1788.",The fate of Julia,4to,NA,Literature,3,NA,Edinburgh: NA (T108193); London: printed in the year (T190915); London: NA (T140610),NA
24498-history of france,1769,"Anderson, Walter, 1723-1800.",The history of France,4to,NA,History,3,1,"London: printed for T. Cadell, (successor to Mr. Millar) in the Strand (T87878)","Cadell, T."
42672-a plan for extending commerce of this kingdom and of east-india-company,1769,"Dalrymple, Alexander, 1737-1808.",A plan for extending the commerce of this kingdom,8vo,NA,Scientific Improvement,2,1,"London: printed for the author; and sold by J. Nourse, in the Strand, and T. Payne, at the Meuse-Gate (T245); London: printed for the author; and sold by J. Nourse, in the Strand, and T. Payne, at the Meuse-Gate (T4890)","Nourse, J."
45039-paradise poem,1769,"Ogilvie, John, 1732-1813.",Paradise: a poem,4to,NA,Literature,2,NA,"London: printed for George Pearch, No 12, Cheapside (T43617); London: printed for George Pearch, No 12, Cheapside (T43618)",NA
6086-history and adventures of atom by,1769,"Smollett, Tobias George, 1721-1771.",The history and adventures of an atom,12mo,NA,Literature,7,NA,London: printed for J. Almon (N6972); London: printed for Robinson and Roberts (T55310),NA
8792-works in verse and prose of william shenstone vol iii containing letters to particular friends from year 1739 to 1763,1769,"Shenstone, William, 1714-1763.","The works, in verse and prose, of William Shenstone, Esq; vol. III",8vo,NA,Literature,5,1,"London: printed for J. Dodsley, in Pall-Mall (T92445); London: printed for J. Dodsley, in Pall-Mall (T135773)","Dodsley, J."
11578-a letter to philo africanus upon slavery in answer to his of 22d of november in general evening post together with opinions of sir john strange and other eminent lawyers upon this subject with sentence of lord mansfield in case of somerset and knowles 1772 with his lordships explanation of that opinion in 1786,1770,Candidus.,"A letter to the author of a panegyric on Mrs B-----r, entitled, A new Rosciad",4to,NA,Philosophy,3,NA,Edinburgh: Printed in the year (T169627),NA
1868-essays on nature and immutability of truth in opposition to sophistry and scepticism,1770,"Beattie, James, 1735-1803.",An essay on the nature and immutability of truth,8vo,NA,Literature,15,3,"Edinburgh: printed for A. Kincaid & J. Bell. Sold, at London, by E. & C. Dilly, in the Poultry (T138975)","Bell, J.; E. & C. Dilly; Kincaid, A."
22944-an introduction to electricity in six sections,1770,"Ferguson, James, 1710-1776.",An introduction to electricity,8vo,NA,Scientific Improvement,3,2,"London: printed for W. Strahan, and T. Cadell, (successor to Mr. Millar,) in the Strand (T53441)","Cadell, T.; Strahan, W."
22979-essays and dissertations on various subjects relating to human life and happiness,1770,"Bethune, John, 1725-1774.",Essays and dissertations on various subjects,12mo,NA,Philosophy,3,3,"Edinburgh: printed for A. Kincaid and J. Bell; and for E. and C. Dilly, London (T226816)","Bell, J.; E. and C. Dilly; Kincaid, A."
246-a new system of modern geography or geographical historical and commercial grammar and present state of several nations of world,1770,"Guthrie, William, 1708-1770.",A new geographical,8vo,NA,History,46,NA,"London: printed for J. Knox, at No 148, near Somerset-House, in the Strand (T149699)",NA
25110-methodus materi medic auctore francisco home medico regio collegii medicorum edinburgi socio et medicinae materiaeque medicae professore in academia edinensi,1770,"Home, Francis, 1719-1813.",Methodus materiæ medicæ,12mo,NA,Scientific Improvement,3,2,Edinburgh: Impensis Alex. Kincaid & Jo. Bell (T27382),"Bell, Jo.; Kincaid, Alexander"
26026-miscellanies by john armstrong m,1770,"Armstrong, John, 1709-1779.",Miscellanies,8vo,NA,Literature,3,1,"Edinburgh: NA (T131114); London: printed for T. Cadell, (successor to Mr. Millar) in the Strand (T39447)","NA; Cadell, T."
40071-a botanical dictionary or elements of systematic and philosophical botany,1770,"Milne, Colin, 1743 or 1744-1815.",A botanical dictionary,12mo,NA,Scientific Improvement,2,NA,"London: printed for William Griffin, in Catharine-Street, Strand (T64667)",NA
48470-observations on duties and offices of physician,1770,"Gregory, John, 1724-1773.",Observations on the duties and offices of a physician,8vo,NA,Scientific Improvement,2,2,"London: printed for W. Strahan; and T. Cadell, (successor to Mr. Millar) in the Strand (T73301)","Strahan, W.; Cadell, T."
9179-poems on several occasions by michael bruce,1770,"Bruce, Michael, 1746-1767.",Poems on several occasions,8vo,NA,Literature,5,NA,"Edinburgh: printed by J. Robertson; for W. Anderson, Stirling (T173480); Edinburgh: printed by J. Robertson (T144078)",NA
13807-a synopsis of practical mathematics containing plain trigonometry mensuration of heights distances surfaces and solids surveying of land gauging navigation and gunnery,1771,"Ewing, Alexander, -1804.",A synopsis of practical mathematics,8vo,NA,Scientific Improvement,4,2,"Edinburgh: Printed by William Smellie, and Co. for C. Elliot in the Parliament-Close, Edinburgh; and T. Cadell, London (T168639)","Cadell, T.; Elliot, C."
1510-poetical works of william,1771,"Shenstone, William, 1714-1763.",The poetical works,12mo,NA,Literature,17,NA,"Edinburgh: printed for Gray & Alston, & J. Dickson (T92456)",NA
15327-a catalogue of valuable collection of prints books of prints and coloured drawings of samuel more which will be sold,1771,"Christie, Mr. (James), 1730-1803.","A catalogue of a valuable collection of prints, books of prints, and coloured drawings ... of Samuel More, ... which will be sold by auction, by Mr. Christie ... on Wednesday and Thursday, the 29th and 30th of May, 1771 .",8vo,NA,Literature,4,NA,London: NA (T162274),NA
1578-minstrel,1771,"Beattie, James, 1735-1803.",The minstrel,4to,NA,Literature,17,5,"London: printed for E. & C. Dilly, in the Poultry, and for A. Kincaid & J. Bell, Edinburgh (T39397); London: printed for Edward and Charles Dilly, in the Poultry; and A. Kincaid and W. Creech; and J. Bell, Edinburgh (T74913)","E. & C. Dilly; Bell, J.; Kincaid, A.; Kincaid, A.; Creech, W.; Bell, J.; Edward,; Dilly, Charles"
23471-occasional poems,1771,"Colvill, Mr. (Robert), -1788.",Occasional poems,4to,NA,Literature,3,2,"Edinburgh: printed by Wal. Ruddiman and Company (T199824); London: Sold by J. Wilkie, at the Bible, St. Paul's Church-Yard; also by J. Dodsley, in Pall-Mall, and the other booksellers (T201214); London: sold by J. Wilkie, at the Bible, St. Paul's Church-Yard; also by J. Dodsley, in Pall-Mall, and the other booksellers (T140609)","NA; Dodsley, J.; Wilkie, J.; Wilkie, J.; Dodsley, J."
24477-dictionnaire de chymie,1771,"Macquer, Pierre Joseph, 1718-1784.",A dictionary of chemistry,4to,NA,Scientific Improvement,3,1,"London: printed for S. Bladon (N52217); London: printed for T. Cadell, and P. Elmsly, in the Strand; J. Robson, in Bond-Street; and S. Bladon, in Pater-Noster-Row (T118965)","NA; Cadell, T."
47974-sentimental tales in two volumes,1771,"Russell, William, 1741-1793.",Sentimental tales,12mo,NA,Literature,2,1,London: printed by John Dixcey Cornish; and sold by J. Wilkie (T223119),"Wilkie, J."
48881-caledonian heroine or invasion and fall of sueno dane,1771,"Colvill, Mr. (Robert), -1788.",The caledonian heroine,4to,NA,Literature,2,NA,Edinburgh: printed by Wal. Ruddiman and Company (T189); Edinburgh: printed by Wal. Ruddiman and Company (T73474),NA
54382-a letter from rev webster to trustees of fund established for provision to widows and children of ministers and professors in scotland,1771,"Webster, Alexander, 1707-1784.",A letter from the Rev. Dr Webster,8vo,NA,Scientific Improvement,2,NA,Edinburgh: printed by Murray & Cochran (T129466),NA
5464-observations concerning distinction of ranks in society,1771,"Millar, John, 1735-1801.",Observations concerning the distinction of ranks in Society,4to,NA,Philosophy,7,1,"London: printed by W. and J. Richardson, for John Murray, No 32, Fleet-Street, Opposite St. Dunstan's Church (T100408)","Murray, John"
7437-natural history of human teeth,1771,"Hunter, John, 1728-1793.",The natural history of the human teeth,4to,NA,Scientific Improvement,6,1,"London: printed for J. Johnson, No 72. St. Paul's Church-Yard (T54045)","Johnson, J."
901-humphry clinker,1771,"Smollett, Tobias George, 1721-1771.",The expedition of Humphry Clinker,12mo,NA,Literature,23,1,"London: printed for W. Johnston, in Ludgate-Street; and B. Collins, in Salisbury (T55324)","Johnston, W."
9373-an introduction to history of great britain and ireland,1771,"Macpherson, James, 1736-1796.",An introduction to the history of Great Britain and Ireland,4to,NA,History,5,2,London: printed for T. Becket and P.A. de Hondt in the Strand (T96381),"Becket, T.; Hondt, P. A. de"
10371-lectures on materia medica as delivered by william cullen m,1772,"Cullen, William, 1710-1790.",Lectures on the materia medica,4to,NA,Scientific Improvement,5,1,"London: printed for T. Lowndes, in Fleet-Street (N10388)","Lowndes, T."
13852-charts and plans published,1772,"Dalrymple, Alexander, 1737-1808.",A collection of charts and memoirs,4to,NA,Scientific Improvement,4,NA,London: NA (T30900),NA
15571-institutions of medicine part i,1772,"Cullen, William, 1710-1790.",Institutions of medicine,12mo,NA,Scientific Improvement,4,NA,Edinburgh: NA (N17120),NA
1661-practical navigator and seamans new daily assistant,1772,"Moore, John Hamilton, -1807.",The practical navigator and seaman's new daily assistant,8vo,NA,Scientific Improvement,16,NA,"London: printed by W. and J. Richardson, Printers to the Board of Longitude; and sold by Richardson and Urquhart at the Royal Exchange, and May be had of Any of the Booksellers in Great Britain and Ireland (T101177)",NA
23334-elements of practice of physic by john gregory m,1772,"Gregory, John, 1724-1773.",Elements of the practice of physic,8vo,NA,Scientific Improvement,3,1,"Edinburgh: printed by Balfour and Smellie, for J. Balfour (N1362)","Balfour, J."
25273-essay and observations on construction and graduation of thermometers and on heating and cooling of bodies by george martine md,1772,"Martine, George, 1702-1741.","Essay and observations on the construction and graduation of thermometers, and on the heating and cooling of bodies. By George Martine, M.D",12mo,NA,Scientific Improvement,3,1,Edinburgh: Printed by Alexander Donaldson (T166960),"Donaldson, Alexander"
25547-principles of money applied to present state of coin of bengal being inquiry into methods to be used for correcting defects of present currency,1772,"Steuart, James, Sir, 1712-1780.",The principles of money applied to the present state of the coin of Bengal,4to,NA,Scientific Improvement,3,NA,London: Printed in the year (N20838); London: Printed in the year (T108478); London: NA (T128512),NA
48883-cyrnean hero poem,1772,"Colvill, Mr. (Robert), -1788.",The cyrnean hero,4to,NA,Literature,2,NA,"Edinburgh: printed by Wal. Ruddiman, for the author (T113091); London: NA (T140608)",NA
15898-history of rhedi hermit of mount ararat oriental tale,1773,"Duff, William, 1732-1815.",The history of Rhedi,12mo,NA,Literature,4,1,"London: printed for T. Cadell, in the Strand (T130068)","Cadell, T."
21398-elements of therapeutics or first principles of practice of physic,1773,"Duncan, Andrew, 1744-1828.",Elements of therapeutics,8vo,NA,Scientific Improvement,2,1,"Edinburgh: printed by W. Drummond (N1405); London: published by J. Murray, No. 32. Fleet-Street (N1406)","NA; Murray, J."
22683-a treatise on education with sketch of authors method,1773,"Chapman, George, 1723-1806.",A treatise on education,12mo,NA,Education,3,3,"Edinburgh: printed for A. Kincaid & W. Creech; sold, at London, by T. Cadell (T65454)","Kincaid, A.; Creech, W.; Cadell, T."
2820-man of world in two parts,1773,"Mackenzie, Henry, 1745-1831.",The man of the world,12mo,NA,Literature,11,2,"London: printed for W. Strahan; and T. Cadell, in the Strand (T38918); London: printed for W. Strahan; and T. Cadell, In The Strand (T120999)","Cadell, T.; Strahan, W."
39467-an introduction to mr james andersons diplomata scotiae to which is added notes taken from various authors and original manuscripts,1773,"Ruddimanni, Thomas",An introduction to Mr James Anderson's Diplomata Scotiæ,8vo,NA,History,2,NA,"Edinburgh: printed for and sold by Charles Herriott, Bookseller, in the Parliament House (N7792)",NA
42367-institutes of arithmetic for use of schools and academies by alexander ewing teacher of mathematics in edinburgh,1773,"Ewing, Alexander, -1804.",Institutes of arithmetic,12mo,NA,Scientific Improvement,2,2,"Edinburgh: printed for T. Caddel Bookseller in London, and C. Elliot, in the Parliament Close, Edinburgh (T231046); Edinburgh: Printed for C. Elliot bookseller in the Parliament Close, and T. Caddel, London (T188610)","Caddel, T.; Elliot, C.; Elliot, C.; Caddel, T."
42684-mr dalrymples observations on dr hawkesworths preface to second edition,1773,"Dalrymple, Alexander, 1737-1808.",Mr. Dalrymple's observations on Dr. Hawkesworth's preface to the second edition,4to,NA,History,2,NA,London: NA (N19301); London: NA (T9773),NA
52016-to be sold,1773,"Christie, Mr. (James), 1730-1803.","Particulars of several estates to be sold by auction, by Mr. Chrlstie [sic]. At his Great Room, Pall-Mall, on Monday the 8th day of February 1773, ... Knapwell, in Cambridgeshire",2fo,NA,Scientific Improvement,2,NA,London: NA (T168503),NA
559-a tour through sicily and malta in series of letters to william beckford,1773,"Brydone, P. (Patrick), 1736-1818.",A tour through Sicily and Malta,8vo,NA,Literature,27,2,London: printed for W. Strahan; and T. Cadell (T144542),"Strahan, W.; Cadell, T."
757-poems chiefly in scottish dialect by robert burns,1773,"Fergusson, Robert, 1750-1774.",Poems by Robert Fergusson,12mo,NA,Literature,25,NA,Edinburgh: printed by Walter & Thomas Ruddiman (T75316),NA
9576-a new inquiry into causes symptoms and cure of putrid and inflammatory fevers with appendix on hectic fever and on ulcerated and malignant sore throat,1773,"Fordyce, William, Sir, 1724-1792.","A new inquiry into the causes, symptoms, and cure, of putrid and inflammatory fevers",8vo,NA,Scientific Improvement,5,1,London: printed for T. Cadell (T226414); London: printed for T. Cadell in the Strand (T45785),"Cadell, T."
13144-letters concerning trade and manufactures of scotland,1774,"Loch, David, -1780.",Curious and entertaining letters concerning the trade and manufactures of Scotland,12mo,NA,Scientific Improvement,4,NA,"Edinburgh: printed for the author (T178097); Edinburgh: printed for the author, and sold by all the booksellers in town and country (T107798); Edinburgh: printed for the author, and sold by all the booksellers in town and country (T107800)",NA
19993-institutes of therapeutics and materia medica,1774,"Saunders, William, 1743-1817.","Institutes of therapeutics and materia medica; by William Saunders, M.D. of the Royal College of physicians, and one of the physicians to Guy's Hospital",8vo,NA,Scientific Improvement,3,NA,London: NA (T228431),NA
21734-man of business and gentlemans assistant containing treatise of practical arithmetic including vulgar and decimal fractions in which are inserted many concise and valuable rules for ready casting up of merchandize never yet published in this kingdom book-keeping by single and double entry former upon entire new plan comprising modern and approved method of keeping small accompts,1774,"Perry, William, lecturer in the Academy at Edinburgh.",The man of business,8vo,NA,Scientific Improvement,3,2,"Edinburgh: printed for the author, by David Willison: and sold by J. Murray, No. 32, Fleetstreet, London; J. Bell, Edinburgh; D. Baxter, Glasgow; T. Slack and W. Charnley, Newcastle; A. Graham, Alnwick; J. Richardson, Berwick; and G. Elliot, Kelso (T87434)","Bell, J.; Murray, J."
36072-cave of morar man of sorrows,1774,"Tait, John, 1748-1817.",The cave of Morar,4to,NA,Literature,2,1,"London: printed for T. Davies, in Russel Street, Covent Garden, Bookseller to the Royal Academy; and sold by J. Bew, Pater-Noster Row; and J. Balfour, at Edinburgh (T28960)","Balfour, J."
36073-druids monument tribute to memory of,1774,"Tait, John, 1748-1817.",The druid's monument,4to,NA,Literature,2,NA,"London: printed for T. Davies, Russell Street, Covent Garden (T34968); London: printed for T. Davies, Russell Street, Covent Garden (T165023)",NA
37792-antiquities of furness or account of royal abbey of st,1774,"West, Thomas, -1779.",The antiquities of Furness,4to,NA,History,2,1,"London: NA (T196883); London: printed for the author, by T. Spilsbury, in Cook's Court, Carey-Street, Lincoln's Inn: and sold by J. Johnson, in St. Paul's Church-Yard; J. Ridley, in St. James's Street; and S. Leacroft, at Charing-Cross (T144672)","NA; Johnson, J."
4864-sketches of history of man considerably enlarged,1774,"Kames, Henry Home, Lord, 1696-1782.",Sketches of the history of Man,4to,NA,History,8,3,"Edinburgh: printed for W. Creech, Edinburgh; and for W. Strahan, and T. Cadell, London (T48434)","Creech, W.; Strahan, W.; Cadell, T."
49762-dissertatio medica inauguralis de morbis coeli mutatione medendis quam annuente summo numine ex auctoritate reverendi admodum viri gulielmi robertson ss,1774,"Gregory, James, 1753-1821.","Dissertatio medica inauguralis, de morbis coeli mutatione medendis",8vo,NA,Scientific Improvement,2,NA,"Edinburgh: Apud Balfour et Smellie, academiae typographos (T6135)",NA
52688-chronological table of remarkable events,1774,"Guthrie, William, 1708-1770.","A chronological table of remarkable events, discoveries, inventions, &c. from the creation of the world to the year of Christ 1774. Together with the chronology of the most eminent Greek, Roman, and British writers, from Homer to the present time. .",2fo,NA,History,2,NA,"London: printed for Guthrie's New geographical grammar, and sold by J. Knox, at No. 148, near Somerset-House, in the Strand (T68984); London: Printed for Guthrie's new geographical grammar, and sold by J. Knox, at No. 148, near Somerset-House, in the Strand (T68985)",NA
5388-a philosophical analysis and illustration of some of shakespeares remarkable characters,1774,"Richardson, William, 1743-1814.",A philosophical analysis and illustration of some of Shakespeare's remarkable characters,8vo,NA,Literature,7,2,"Edinburgh: printed for W. Creech; and J. Murray, No 32, Fleet-Street, London (T118923); London: printed for J. Murray; and W. Creech, at Edinburgh (T136685); London: printed for J. Murray, No. 32, Fleet-Street; and W. Creech, at Edinburgh (T139828)","Murray, J.; Creech, W.; Creech, W.; Murray, J."
5672-a collection of plans of ports in east indies published,1774,"Dalrymple, Alexander, 1737-1808.","A collection of plans of ports, &c",4to,NA,Scientific Improvement,7,NA,London: NA (T167198),NA
10501-an historical account of rise and progress of secession by mr,1775,"Brown, John, 1722-1787.","An historical account of the rise and progress of the secession. By John Brown, minister of the Gospel at Haddington",12mo,NA,History,5,NA,Edinburgh: Printed by and for John Gray (T204483),NA
22945-art of drawing in perspective made easy to those who have no previous knowledge of mathematics,1775,"Ferguson, James, 1710-1776.",The art of drawing in perspective made easy,8vo,NA,Scientific Improvement,3,2,London: printed for W. Strahan; and T. Cadell in the Strand (T18593),"Strahan, W.; Cadell, T."
7273-history of great britain from restoration to accession of house of hannover,1775,"Macpherson, James, 1736-1796.",Original papers,4to,NA,History,6,2,"London: printed for W. Strahan; and T. Cadell, in the Strand (T96368); London: printed for W. Strahan; and T. Cadell, in the Strand (T96378)","Cadell, T.; Strahan, W."
10425-an essay on nothing discourse delivered in society,1776,"Arnot, Hugo, 1749-1786.",An essay on nothing. A discourse delivered in a society,8vo,NA,Philosophy,5,2,"London: printed for J. Murray , No. 32. Fleetstreet ; and C. Elliot, Edinburgh (N56128); London: Printed for J. Murray No. 32. Fleetstreet; and C. Elliot, Edinburgh (N9343); London: printed for J. Murray No 32. Fleetstreet; and C. Elliot, Edinburgh (T91222)","Murray, J.; Elliot, C."
1094-inquiry into nature and causes of wealth of nations,1776,"Smith, Adam, 1723-1790.",An inquiry into the nature and causes of the wealth of nations,4to,NA,Philosophy,20,2,"London: printed for W. Strahan; and T. Cadell, in the Strand (T96668)","Cadell, T.; Strahan, W."
15570-a letter to lord cathcart president of board of police in scotland concerning recovery of persons drowned and seemingly dead,1776,"Cullen, William, 1710-1790.",A letter to Lord Cathcart,8vo,NA,Scientific Improvement,4,1,"Edinburgh: printed for Charles Elliot (T148890); London: printed for J. Murray, No. 32, Fleet-Street (T56706)","Elliot, Charles; Murray, J."
15734-essays on poetry and music as they affect mind,1776,"Beattie, James, 1735-1803.",Essays,8vo,NA,Literature,4,2,"Edinburgh: printed for William Creech, Edinburgh; and for E. & C. Dilly, London (T137985)","Creech, William; E. & C. Dilly"
16094-eight anatomical tables of human body containing principal parts of skeletons and muscles represented in large tables of albinus to which are added concise explanations,1776,"Innes, John, 1739-1777.",Eight anatomical tables of the human body,4to,NA,Scientific Improvement,4,1,"Edinburgh: printed by Balfour and Smellie; for J. Murray, London; Balfour, Drummond, Elliot and Schaw (T2070); Edinburgh: printed for C. Elliot, Parliament-square (N492774)","Murray, J.; Elliot, C."
21224-annals of scotland,1776,"Dalrymple, David, Sir, 1726-1792.",Annals of Scotland. ... By Sir David Dalrymple,4to,NA,History,3,NA,"Edinburgh: printed by Balfour & Smellie. For J. Murray, London (T82751)",NA
2546-heads of lectures on pathology,1776,"Duncan, Andrew, 1744-1828.",Heads of lectures on the theory and practice of medicine,12mo,NA,Scientific Improvement,12,NA,Edinburgh: NA (T151920),NA
42827-to right honourable james stoddart lord provost of edinburgh,1776,"Walker, John (Baillie of Edinburgh)","To the Right Honourable James Stodart, Esq. Lord Provost of Edinburgh",4to,NA,Literature,2,NA,Edinburgh: NA (T51361); Edinburgh: NA (N471827),NA
50670-remarks on pamphlet lately published by dr price intitled observations on nature of civil liberty principles of government and justice and policy of war with america in letter from gentleman in country to member of parliament,1776,"Ferguson, Adam, 1723-1816.",Remarks on a pamphlet lately published by Dr. Price,8vo,NA,Philosophy,2,1,London: printrd [sic] for T. Cadell in the Strand (T12677),"Cadell, T."
55706-a short inquiry into present state of medical practice in consumptions asthmas nervous disorders andc,1776,"Graham, James, 1745-1794.",A short inquiry into the present state of medical practice,8vo,NA,Scientific Improvement,2,NA,"London: printed for F. Newbery; J. Walter; R. Cruttwell, Bath; T. Cadell, Bristol; and may be had at Dr. Graham's house (N22834)",NA
6189-a short description of human muscles chiefly as they appear on dissection,1776,"Innes, John, 1739-1777.",A short description of the human muscles,8vo,NA,Scientific Improvement,7,NA,"Edinburgh: printed by Balfour and Smellie: for J. Murray, No. 32. Fleet-Street, London; Balfour, Drummond, Donaldson, Elliot and Schaw, Edinburgh (T48146)",NA
7269-character and conduct of female sex and advantages to be derived by young men from society of virtuous women discourse in three parts delivered in monkwell-street chapel january 1 1776 by james fordyce,1776,"Fordyce, James, 1720-1796.",The character and conduct of the female sex,8vo,NA,Philosophy,6,1,"London: printed for T. Cadell, in the Strand (T30412); London: printed for T. Cadell, in the Strand (T62912)","Cadell, T."
826-only sure guide to english tongue or new pronouncing spelling book,1776,"Perry, William, lecturer in the Academy at Edinburgh.",The only sure guide to the English tongue,12mo,NA,Education,25,5,"Edinburgh: printed by Gavin Alston for the author; and sold by J. Wilkie, T. Evans, and J. Murray, London; A. Donaldson, J. Bell, W. Creech, J. Dickson, C. Elliot, and R. Jamieson, Edinburgh; W. Charnley, Newcastle; C. Etherington, York; Cresswell, Nottingham; Norton, Bristol; Frederick, Bath; and by the author at his academy (T87433); Edinburgh: Printed by Gavin Alston for the author; and sold by J. Wilkie, St. Paul's church-yard, T. Evans, Pater-noster-row, and J. Murray, Fleet-street, London; A. Donaldson, J. Bell, W. Creech, J. Dickson, C. Elliot, and R. Jamieson, Edinburgh; W. Charnley, Newcastle; C. Etherington, York; Cresswell, Nottingham; Norton, Bristol; Frederick, Bath; and by the author at his Academy. (Price bound I s.) (N471286)","Elliot, C.; Donaldson, A.; Creech, W.; Murray, J.; Bell, J.; Creech, W.; Elliot, C.; Donaldson, A.; Murray, J.; Bell, J."
