estc_id,publication_year,actor_id,actor_name_primary,publication_place,actor_addresses,city_or_assumed_address,publisher,actor_roles_all,,
T106899,1777,67910662,"Gray, W.",Edinburgh,NA,Edinburgh,"printed by W. Darling, for J. Dickson, W. Gray, and sold by them, and by E. and C. Dilly, London",publisher,FALSE,662
T106899,1777,41697171,"Dalgliesh, William, 1733-1807.",Edinburgh,NA,,"printed by W. Darling, for J. Dickson, W. Gray, and sold by them, and by E. and C. Dilly, London",author,TRUE,662
T106899,1777,jamesdickson_0,"Dickson, J.",Edinburgh,NA,Edinburgh,"printed by W. Darling, for J. Dickson, W. Gray, and sold by them, and by E. and C. Dilly, London",publisher,TRUE,662
T106899,1777,williamdarling_0,"Darling, W.",Edinburgh,NA,Edinburgh,"printed by W. Darling, for J. Dickson, W. Gray, and sold by them, and by E. and C. Dilly, London",printer,TRUE,662
T106899,1777,155859883,E. and C. Dilly,Edinburgh,London,,"printed by W. Darling, for J. Dickson, W. Gray, and sold by them, and by E. and C. Dilly, London",bookseller,TRUE,662
T128252,1777,77099040,"Anderson, James, 1739-1808.",Edinburgh,NA,,"printed for Thomas Cadell, London; and Charles Elliot, Edinburgh",author,FALSE,663
T128252,1777,266844502,"Elliot, Charles",Edinburgh,Edinburgh,,"printed for Thomas Cadell, London; and Charles Elliot, Edinburgh",publisher,TRUE,663
T128252,1777,thomascadell_1,"Cadell, Thomas",Edinburgh,London,,"printed for Thomas Cadell, London; and Charles Elliot, Edinburgh",publisher,TRUE,663
T13165,1777,2479262,"Hutton, James, 1726-1797.",Edinburgh,NA,,"printed for, and sold by C. Elliot, Parliament-Square, and Richardson and Urquhart, London",author,FALSE,664
T13165,1777,130490366,Richardson and Urquhart,Edinburgh,London,,"printed for, and sold by C. Elliot, Parliament-Square, and Richardson and Urquhart, London",bookseller; publisher,TRUE,664
T13165,1777,266844502,"Elliot, C.",Edinburgh,Parliament-Square,Edinburgh,"printed for, and sold by C. Elliot, Parliament-Square, and Richardson and Urquhart, London",bookseller; publisher,TRUE,664
T133378,1777,77099040,"Anderson, James, 1739-1808.",Edinburgh,NA,,"printed for William Creech; and T. Cadell, London",author,FALSE,665
T133378,1777,49278054,"Creech, William",Edinburgh,NA,Edinburgh,"printed for William Creech; and T. Cadell, London",publisher,TRUE,665
T133378,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for William Creech; and T. Cadell, London",publisher,TRUE,665
T135383,1777,49278054,"Creech, William",Edinburgh,NA,Edinburgh,"printed for William Creech, and sold by T. Cadell, London",publisher,FALSE,666
T135383,1777,37265797,"Nimmo, William.",Edinburgh,NA,,"printed for William Creech, and sold by T. Cadell, London",author,TRUE,666
T135383,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for William Creech, and sold by T. Cadell, London",bookseller,TRUE,666
T137335,1777,266844502,"Elliot, Charles",Edinburgh,Edinburgh,,"printed for Charles Elliot, Edinburgh; and Thomas Cadell, London",publisher,FALSE,667
T137335,1777,77099040,"Anderson, James, 1739-1808.",Edinburgh,NA,,"printed for Charles Elliot, Edinburgh; and Thomas Cadell, London",author,TRUE,667
T137335,1777,18758830,"Cadell, Thomas",Edinburgh,London,,"printed for Charles Elliot, Edinburgh; and Thomas Cadell, London",publisher,TRUE,667
T138971,1777,49278054,"Creech, William",Edinburgh,Edinburgh,,"printed for William Creech, Edinburgh; and for E. & C. Dilly, and T. Cadell, London",publisher,FALSE,668
T138971,1777,14766002,"Beattie, James, 1735-1803.",Edinburgh,NA,,"printed for William Creech, Edinburgh; and for E. & C. Dilly, and T. Cadell, London",author,TRUE,668
T138971,1777,155859883,E. & C. Dilly,Edinburgh,London,,"printed for William Creech, Edinburgh; and for E. & C. Dilly, and T. Cadell, London",publisher,TRUE,668
T138971,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for William Creech, Edinburgh; and for E. & C. Dilly, and T. Cadell, London",publisher,TRUE,668
T141276,1777,thomascadell_1,"Cadell, T.",Edinburgh,London,,"printed for T. Cadell, London; and C. Elliot, Edinburgh",publisher,FALSE,669
T141276,1777,77099040,"Anderson, James, 1739-1808.",Edinburgh,NA,,"printed for T. Cadell, London; and C. Elliot, Edinburgh",author,TRUE,669
T141276,1777,266844502,"Elliot, C.",Edinburgh,Edinburgh,,"printed for T. Cadell, London; and C. Elliot, Edinburgh",publisher,TRUE,669
T143149,1777,49278054,"Creech, William",Edinburgh,Edinburgh,,"printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",publisher,FALSE,670
T143149,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",publisher,TRUE,670
T143149,1777,54309971,"Blair, Hugh, 1718-1800.",Edinburgh,NA,,"printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",author,TRUE,670
T143149,1777,wstrahan_0,"Strahan, W.",Edinburgh,NA,London,"printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",publisher,TRUE,670
T144204,1777,14625272,"Gray, Andrew, -1779.",Edinburgh,NA,,"Printed for J. Murray, London, and J. Dickson, Edinburgh",author,FALSE,671
T144204,1777,jamesdickson_0,"Dickson, J.",Edinburgh,Edinburgh,,"Printed for J. Murray, London, and J. Dickson, Edinburgh",publisher,TRUE,671
T144204,1777,joannemmurray_0,"Murray, J.",Edinburgh,London,,"Printed for J. Murray, London, and J. Dickson, Edinburgh",publisher,TRUE,671
T146747,1777,32051268,"Balfour, John",Edinburgh,Edinburgh,,"printed for the author; sold by T. Cadell, London, and John Balfour, Edinburgh",bookseller,FALSE,672
T146747,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for the author; sold by T. Cadell, London, and John Balfour, Edinburgh",bookseller,TRUE,672
T146747,1777,12645905,"Hamilton, Robert, 1743-1829.",Edinburgh,NA,,"printed for the author; sold by T. Cadell, London, and John Balfour, Edinburgh",author; publisher,TRUE,672
T167262,1777,155859883,E. & C. Dilly,Edinburgh,London,,"printed for the author: and sold by Edward and Charles Dilly, in London; and William Creech, Edinburgh",bookseller,FALSE,673
T167262,1777,14766002,"Beattie, James, 1735-1803.",Edinburgh,NA,,"printed for the author: and sold by Edward and Charles Dilly, in London; and William Creech, Edinburgh",author; publisher,TRUE,673
T167262,1777,49278054,"Creech, William",Edinburgh,Edinburgh,,"printed for the author: and sold by Edward and Charles Dilly, in London; and William Creech, Edinburgh",bookseller,TRUE,673
T167435,1777,155859883,E. & C. Dilly,Edinburgh,London,,"printed by Neill & Co. and sold by J. Bell, and W. Gray: and by E. & C. Dilly, and G. Keith, London",bookseller,FALSE,674
T167435,1777,johnbell_1,"Bell, J.",Edinburgh,NA,Edinburgh,"printed by Neill & Co. and sold by J. Bell, and W. Gray: and by E. & C. Dilly, and G. Keith, London",bookseller,TRUE,674
T167435,1777,62966698,"Gib, Adam, 1714-1788.",Edinburgh,NA,,"printed by Neill & Co. and sold by J. Bell, and W. Gray: and by E. & C. Dilly, and G. Keith, London",author,TRUE,674
T167435,1777,neillco_0,Neill & Co,Edinburgh,NA,Edinburgh,"printed by Neill & Co. and sold by J. Bell, and W. Gray: and by E. & C. Dilly, and G. Keith, London",printer,TRUE,674
T167435,1777,2333156,"Keith, G.",Edinburgh,London,,"printed by Neill & Co. and sold by J. Bell, and W. Gray: and by E. & C. Dilly, and G. Keith, London",bookseller,TRUE,674
T167435,1777,67910662,"Gray, W.",Edinburgh,NA,Edinburgh,"printed by Neill & Co. and sold by J. Bell, and W. Gray: and by E. & C. Dilly, and G. Keith, London",bookseller,TRUE,674
T178232,1777,18758830,"Cadell, T.",Edinburgh,London,,"Printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",publisher,FALSE,675
T178232,1777,49278054,"Creech, William",Edinburgh,Edinburgh,,"Printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",publisher,TRUE,675
T178232,1777,wstrahan_0,"Strahan, W.",Edinburgh,NA,London,"Printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",publisher,TRUE,675
T178232,1777,54309971,"Blair, Hugh, 1718-1800.",Edinburgh,NA,,"Printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London",author,TRUE,675
T179715,1777,49278054,"Creech, William",Edinburgh,Edinburgh,,"printed for William Creech, Edinburgh, and Thomas Cadell, London",publisher,FALSE,676
T179715,1777,18758830,"Cadell, Thomas",Edinburgh,London,,"printed for William Creech, Edinburgh, and Thomas Cadell, London",publisher,TRUE,676
T179715,1777,76170139,"Carr, George, 1705-1776.",Edinburgh,NA,,"printed for William Creech, Edinburgh, and Thomas Cadell, London",author,TRUE,676
T181139,1777,8194433,Virgil.,Edinburgh,NA,,"printed for Alexander Donaldson; No. 48, St. Paul's Church-Yard, London; and at Pope's Head, Edinburgh",author,FALSE,677
T181139,1777,75336707,"Donaldson, Alexander",Edinburgh,"No 48, St Paul's Church-Yard @@ London @@ Pope's Head @@ Edinburgh",London; Edinburgh,"printed for Alexander Donaldson; No. 48, St. Paul's Church-Yard, London; and at Pope's Head, Edinburgh",publisher,TRUE,677
T187077,1777,thomascadell_1,"Cadell, T.",Edinburgh,London,,"printed for John Bell and William Creech; - and sold by T. Cadell, and Richardson & Urquhart, London",bookseller,FALSE,678
T187077,1777,130490366,Richardson & Urquhart,Edinburgh,London,,"printed for John Bell and William Creech; - and sold by T. Cadell, and Richardson & Urquhart, London",bookseller,TRUE,678
T187077,1777,39493695,"Mair, John, 1702 or 1703-1769.",Edinburgh,NA,,"printed for John Bell and William Creech; - and sold by T. Cadell, and Richardson & Urquhart, London",author,TRUE,678
T187077,1777,49278054,"Creech, William",Edinburgh,NA,Edinburgh,"printed for John Bell and William Creech; - and sold by T. Cadell, and Richardson & Urquhart, London",publisher,TRUE,678
T187077,1777,johnbell_1,"Bell, John",Edinburgh,NA,Edinburgh,"printed for John Bell and William Creech; - and sold by T. Cadell, and Richardson & Urquhart, London",publisher,TRUE,678
T18899,1777,31089719,"Williams, John, approximately 1730-1795.",Edinburgh,NA,,"printed for William Creech, and sold by T. Cadell, London",author,FALSE,679
T18899,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for William Creech, and sold by T. Cadell, London",bookseller,TRUE,679
T18899,1777,49278054,"Creech, William",Edinburgh,NA,Edinburgh,"printed for William Creech, and sold by T. Cadell, London",publisher,TRUE,679
T213932,1777,50645288,"Glas, John, 1695-1773.",Edinburgh,NA,,"printed for William Coke in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey, and Tho. Vernor, London",unknown,FALSE,680
T213932,1777,rmorisonperth_0,"Perth, R. Morison",Edinburgh,Leith,Perth,"printed for William Coke in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey, and Tho. Vernor, London",publisher,TRUE,680
T213932,1777,bbti_71636,"Vernor, Thomas",Edinburgh,London,,"printed for William Coke in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey, and Tho. Vernor, London",publisher,TRUE,680
T213932,1777,dabuchannanmontrose_0,"Montrose, Da. Buchannan",Edinburgh,Leith,Montrose,"printed for William Coke in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey, and Tho. Vernor, London",publisher,TRUE,680
T213932,1777,williamcoke_0,"Coke, William",Edinburgh,Leith,Leith,"printed for William Coke in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey, and Tho. Vernor, London",publisher,TRUE,680
T213932,1777,joboosey_0,"Boosey, Jo.",Edinburgh,London,,"printed for William Coke in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey, and Tho. Vernor, London",publisher,TRUE,680
T213932,1777,71240401,"Ferrier, Robert, 1741-1795.",Edinburgh,NA,,"printed for William Coke in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey, and Tho. Vernor, London",author,TRUE,680
T216882,1777,thomascadell_1,"Cadell, T.",Edinburgh,London,,"printed for T. Cadell, London, and John Balfour, Edinburgh",publisher,FALSE,681
T216882,1777,12645905,"Hamilton, Robert, 1743-1829.",Edinburgh,NA,,"printed for T. Cadell, London, and John Balfour, Edinburgh",author,TRUE,681
T216882,1777,32051268,"Balfour, John",Edinburgh,Edinburgh,,"printed for T. Cadell, London, and John Balfour, Edinburgh",publisher,TRUE,681
T228426,1777,messrsdilly_3,"Dilly, Messrs",Edinburgh,Poultry,London,"printed; and sold by Messrs Bell, Creech, Gray, Dickson, and Elliot. Sold at London, by Messrs Dilly in the Poultry; Mr Johnson, St Paul's Church-Yard; Mr Strahan, Stationer, near the Adelphi, Strand; and Mr Grant, No 5. Bridge's-Street, Covent-Garden",bookseller,FALSE,682
T228426,1777,39467138,"Strahan,",Edinburgh,London @@ No 5.,London,"printed; and sold by Messrs Bell, Creech, Gray, Dickson, and Elliot. Sold at London, by Messrs Dilly in the Poultry; Mr Johnson, St Paul's Church-Yard; Mr Strahan, Stationer, near the Adelphi, Strand; and Mr Grant, No 5. Bridge's-Street, Covent-Garden",bookseller,TRUE,682
T228426,1777,mrgrant_0,"Grant,",Edinburgh,No 5.,London,"printed; and sold by Messrs Bell, Creech, Gray, Dickson, and Elliot. Sold at London, by Messrs Dilly in the Poultry; Mr Johnson, St Paul's Church-Yard; Mr Strahan, Stationer, near the Adelphi, Strand; and Mr Grant, No 5. Bridge's-Street, Covent-Garden",bookseller,TRUE,682
T228426,1777,12183206,"Stuart, Charles, 1745-1826.",Edinburgh,NA,,"printed; and sold by Messrs Bell, Creech, Gray, Dickson, and Elliot. Sold at London, by Messrs Dilly in the Poultry; Mr Johnson, St Paul's Church-Yard; Mr Strahan, Stationer, near the Adelphi, Strand; and Mr Grant, No 5. Bridge's-Street, Covent-Garden",author,TRUE,682
T228426,1777,messrsbell_0,"Bell, Messrs",Edinburgh,Creech @@ Gray @@ Dickson,Edinburgh,"printed; and sold by Messrs Bell, Creech, Gray, Dickson, and Elliot. Sold at London, by Messrs Dilly in the Poultry; Mr Johnson, St Paul's Church-Yard; Mr Strahan, Stationer, near the Adelphi, Strand; and Mr Grant, No 5. Bridge's-Street, Covent-Garden",bookseller,TRUE,682
T228426,1777,josephjohnson_1,"Johnson,",Edinburgh,St Paul's Church-Yard,London,"printed; and sold by Messrs Bell, Creech, Gray, Dickson, and Elliot. Sold at London, by Messrs Dilly in the Poultry; Mr Johnson, St Paul's Church-Yard; Mr Strahan, Stationer, near the Adelphi, Strand; and Mr Grant, No 5. Bridge's-Street, Covent-Garden",bookseller,TRUE,682
T228804,1777,77099040,"Anderson, James, 1739-1808.",Edinburgh,NA,,"Printed for William Creech; and T. Cadell, London",author,FALSE,683
T228804,1777,18758830,"Cadell, T.",Edinburgh,London,,"Printed for William Creech; and T. Cadell, London",publisher,TRUE,683
T228804,1777,49278054,"Creech, William",Edinburgh,NA,Edinburgh,"Printed for William Creech; and T. Cadell, London",publisher,TRUE,683
T32628,1777,7476790,"Kames, Henry Home, Lord, 1696-1782.",Edinburgh,NA,,"printed for William Creech; and sold, in London, by T. Cadell",author,FALSE,684
T32628,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for William Creech; and sold, in London, by T. Cadell",bookseller,TRUE,684
T32628,1777,49278054,"Creech, William",Edinburgh,NA,Edinburgh,"printed for William Creech; and sold, in London, by T. Cadell",publisher,TRUE,684
T75147,1777,johnbell_1,"Bell, J.",Edinburgh,Edinburgh,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",bookseller,FALSE,685
T75147,1777,jamescochran_0,"Cochran, J.",Edinburgh,NA,Edinburgh,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",printer,TRUE,685
T75147,1777,williamanderson_2,"Anderson, W.",Edinburgh,Stirling,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",printer,TRUE,685
T75147,1777,alexandermurray_0,"Murray, A.",Edinburgh,NA,Edinburgh,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",printer,TRUE,685
T75147,1777,jamesdickson_0,"Dickson, J.",Edinburgh,Edinburgh,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",bookseller,TRUE,685
T75147,1777,306131989,"Boston, Michael, 1747-1785.",Edinburgh,NA,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",author,TRUE,685
T75147,1777,49278054,"Creech, W.",Edinburgh,Edinburgh,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",bookseller,TRUE,685
T75147,1777,305207395,Dunlop & Wilson,Edinburgh,Glasgow,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",bookseller,TRUE,685
T75147,1777,266844502,"Elliot, C.",Edinburgh,Edinburgh,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",bookseller,TRUE,685
T75147,1777,2321741,"Buckland, J.",Edinburgh,London,,"printed by A. Murray & J. Cochran. For W. Anderson in Stirling. Sold also by J. Bell, J. Dickson, C. Elliot, W. Creech, Edinburgh; Dunlop & Wilson, Glasgow; and J. Buckland, London",bookseller,TRUE,685
T7640,1777,49278054,"Creech, William",Edinburgh,Edinburgh,,"printed for William Creech, Edinburgh; and for J. Murray, and Wallis and Stonehouse, London",publisher,FALSE,686
T7640,1777,61680535,"Black, Joseph, 1728-1799.",Edinburgh,NA,,"printed for William Creech, Edinburgh; and for J. Murray, and Wallis and Stonehouse, London",author,TRUE,686
T7640,1777,bbti_72661,Wallis and Stonehouse,Edinburgh,London,,"printed for William Creech, Edinburgh; and for J. Murray, and Wallis and Stonehouse, London",publisher,TRUE,686
T7640,1777,282772606,"Murray, J.",Edinburgh,London,,"printed for William Creech, Edinburgh; and for J. Murray, and Wallis and Stonehouse, London",publisher,TRUE,686
T87570,1777,266844502,"Elliot, C.",Edinburgh,Edinburgh,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",bookseller,FALSE,687
T87570,1777,49278054,"Creech, W.",Edinburgh,Edinburgh,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",bookseller,TRUE,687
T87570,1777,8846329,"Perry, William, lecturer in the Academy at Edinburgh.",Edinburgh,NA,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",author; bookseller; publisher,TRUE,687
T87570,1777,bbti_68592,"Tesseyman,",Edinburgh,York,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",bookseller,TRUE,687
T87570,1777,williamcharnley_0,"Charnley,",Edinburgh,Newcastle,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",bookseller,TRUE,687
T87570,1777,robertjamieson_0,"Jameson, R.",Edinburgh,Edinburgh,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",bookseller,TRUE,687
T87570,1777,jwilkie_1,"Wilkie, J.",Edinburgh,London,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",bookseller,TRUE,687
T87570,1777,63907962,"Evans, T.",Edinburgh,London,,"printed for the author; and sold by J. Wilkie, and T. Evans, London; C. Elliot, W. Creech, and R. Jameson, Edinburgh; Charnley, Newcastle; Tesseyman, York; and by the author",bookseller,TRUE,687
T91619,1777,18758830,"Cadell, T.",Edinburgh,London,,"printed for J. Balfour, Edinburgh, and T. Cadell, London",publisher,FALSE,688
T91619,1777,32051268,"Balfour, J.",Edinburgh,Edinburgh,,"printed for J. Balfour, Edinburgh, and T. Cadell, London",publisher,TRUE,688
T94247,1777,ecdillyandgkeith_0,E. & C. Dilly and G. Keith,Edinburgh,London,,"printed by Neill & Co. and sold by W. Gray, and J. Bell; and by E. & C. Dilly and G. Keith, London",bookseller,FALSE,689
T94247,1777,67910662,"Gray, W.",Edinburgh,NA,Edinburgh,"printed by Neill & Co. and sold by W. Gray, and J. Bell; and by E. & C. Dilly and G. Keith, London",bookseller,TRUE,689
T94247,1777,johnbell_1,"Bell, J.",Edinburgh,NA,Edinburgh,"printed by Neill & Co. and sold by W. Gray, and J. Bell; and by E. & C. Dilly and G. Keith, London",bookseller,TRUE,689
T94247,1777,62966698,"Gib, Adam, 1714-1788.",Edinburgh,NA,,"printed by Neill & Co. and sold by W. Gray, and J. Bell; and by E. & C. Dilly and G. Keith, London",author,TRUE,689
T94247,1777,neillco_0,Neill & Co,Edinburgh,NA,Edinburgh,"printed by Neill & Co. and sold by W. Gray, and J. Bell; and by E. & C. Dilly and G. Keith, London",printer,TRUE,689
T99926,1777,jobooseyking_0,"King, Jo. Boosey",Edinburgh,London,,"printed for William Coke Bookseller in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey King's-Street, Cheapside, and Tho. Vernor St. Michael's Aliey, Cornhill, London",publisher,FALSE,690
T99926,1777,rmorisonperth_1,"Perth, R. Morison",Edinburgh,Perth,,"printed for William Coke Bookseller in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey King's-Street, Cheapside, and Tho. Vernor St. Michael's Aliey, Cornhill, London",publisher,TRUE,690
T99926,1777,50645288,"Glas, John, 1695-1773.",Edinburgh,NA,,"printed for William Coke Bookseller in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey King's-Street, Cheapside, and Tho. Vernor St. Michael's Aliey, Cornhill, London",author,TRUE,690
T99926,1777,dabuchannanmontrose_0,"Montrose, Da. Buchannan",Edinburgh,Montrose,,"printed for William Coke Bookseller in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey King's-Street, Cheapside, and Tho. Vernor St. Michael's Aliey, Cornhill, London",publisher,TRUE,690
T99926,1777,thomasvernor_0,"Vernor, Thomas",Edinburgh,London,,"printed for William Coke Bookseller in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey King's-Street, Cheapside, and Tho. Vernor St. Michael's Aliey, Cornhill, London",publisher,TRUE,690
T99926,1777,williamcoke_0,"Coke, William",Edinburgh,Leith,,"printed for William Coke Bookseller in Leith; R. Morison Perth; Da. Buchannan Montrose; Jo. Boosey King's-Street, Cheapside, and Tho. Vernor St. Michael's Aliey, Cornhill, London",publisher,TRUE,690
N16309,1777,49278054,"Creech, W.",London,Edinburgh,,"printed for Fielding and Walker, No 20, Pater-Noster-Row, D. Prince, Oxford, T. and J. Merrill, Cambridge, and W. Creech, Edinburgh",publisher,FALSE,691
N16309,1777,144553434,Fielding and Walker,London,London,,"printed for Fielding and Walker, No 20, Pater-Noster-Row, D. Prince, Oxford, T. and J. Merrill, Cambridge, and W. Creech, Edinburgh",publisher,TRUE,691
N16309,1777,danielprince_0,"Prince, D.",London,Oxford,,"printed for Fielding and Walker, No 20, Pater-Noster-Row, D. Prince, Oxford, T. and J. Merrill, Cambridge, and W. Creech, Edinburgh",publisher,TRUE,691
N16309,1777,68979200,"Pratt, Mr. (Samuel Jackson), 1749-1814.",London,NA,,"printed for Fielding and Walker, No 20, Pater-Noster-Row, D. Prince, Oxford, T. and J. Merrill, Cambridge, and W. Creech, Edinburgh",author,TRUE,691
N16309,1777,bbti_46921,T. and J. Merrill,London,Cambridge,,"printed for Fielding and Walker, No 20, Pater-Noster-Row, D. Prince, Oxford, T. and J. Merrill, Cambridge, and W. Creech, Edinburgh",publisher,TRUE,691
N23772,1777,22406778,"Dibdin, Charles, 1745-1814.",London,NA,,printed for John Bell,author,FALSE,692
N23772,1777,51741707,"Bell, John",London,NA,London,printed for John Bell,publisher,TRUE,692
N2740,1777,12354244,"Mackenzie, Henry, 1745-1831.",London,NA,,"printed for W. Strahan, and T. Cadell; and W. Creech, Edinburgh",author,FALSE,693
N2740,1777,49278054,"Creech, W.",London,Edinburgh,,"printed for W. Strahan, and T. Cadell; and W. Creech, Edinburgh",publisher,TRUE,693
N2740,1777,39467138,"Strahan, W.",London,NA,London,"printed for W. Strahan, and T. Cadell; and W. Creech, Edinburgh",publisher,TRUE,693
N2740,1777,18758830,"Cadell, T.",London,NA,London,"printed for W. Strahan, and T. Cadell; and W. Creech, Edinburgh",publisher,TRUE,693
N32902,1777,292789691,"Jonson, Ben, 1573?-1637.",London,NA,,"printed for John Bell, near Exeter-Exchange, in the Strand",author,FALSE,694
N32902,1777,51741707,"Bell, John",London,Exeter-Exchange @@ Strand,London,"printed for John Bell, near Exeter-Exchange, in the Strand",publisher,TRUE,694
N36708,1777,39467138,"Strahan, W.",London,NA,London,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",publisher,FALSE,695
N36708,1777,49278054,"Creech, William",London,Edinburgh,,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",publisher,TRUE,695
N36708,1777,54309971,"Blair, Hugh, 1718-1800.",London,NA,,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",author,TRUE,695
N36708,1777,18758830,"Cadell, T.",London,NA,London,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",publisher,TRUE,695
N39182,1777,tcadellandjbalfour_0,"Balfour, T. Cadell. -And J.",London,NA,London,"printed for T. Cadell.-And J. Balfour, and C. Elliot, Edinburgh",publisher,FALSE,696
N39182,1777,266844502,"Elliot, C.",London,Edinburgh,,"printed for T. Cadell.-And J. Balfour, and C. Elliot, Edinburgh",publisher,TRUE,696
N39182,1777,89354395,"Raynal, abbé, 1713-1796.",London,NA,London,"printed for T. Cadell.-And J. Balfour, and C. Elliot, Edinburgh",author,TRUE,696
N402,1777,18758830,"Cadell, T.",London,NA,London,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",publisher,FALSE,697
N402,1777,49278054,"Creech, William",London,Edinburgh,,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",publisher,TRUE,697
N402,1777,54309971,"Blair, Hugh, 1718-1800.",London,NA,,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",author,TRUE,697
N402,1777,39467138,"Strahan, W.",London,NA,London,"printed for W. Strahan, and T. Cadell; and William Creech, Edinburgh",publisher,TRUE,697
